"TATACOMM  ","9.0"
"RECLTD    ","8.5"
"M&MFIN    ","8.5"
"CANBK     ","8.5"
"IOC       ","8.5"
"HCLTECH   ","8.3"
"ZEEL      ","8.3"
"ARVIND    ","8.1"
"GLENMARK  ","8.1"
"INDUSINDBK","8.1"
"SUNTV     ","8.1"
"BPCL      ","8.1"
"TATAPOWER ","8.1"
"PETRONET  ","8.1"
"SRF       ","8.1"
"IBULHSGFIN","8.1"
"OIL       ","8.1"
"VEDL      ","8.1"
"IBREALEST ","8.0"
"GAIL      ","8.0"
"AUROPHARMA","8.0"
"LICHSGFIN ","8.0"
"GRASIM    ","8.0"
"PAGEIND   ","8.0"
"TATASTEEL ","8.0"
"IDFC      ","7.9"
"CUMMINSIND","7.7"
"TV18BRDCST","7.7"
"CASTROLIND","7.7"
"BEL       ","7.7"
"NMDC      ","7.7"
"POWERGRID ","7.5"
"CAIRN     ","7.5"
"UBL       ","7.3"
"HINDZINC  ","7.3"
"TVSMOTOR  ","7.3"
"SOUTHBANK ","7.3"
"BHARATFIN ","7.12"
"AMARAJABAT","7.1"
"FEDERALBNK","7.1"
"INDIACEM  ","7.1"
"APOLLOTYRE","7.1"
"MARUTI    ","7.1"
"BRITANNIA ","7.1"
"HINDALCO  ","7.1"
"ORIENTBANK","7.1"
"DHFL      ","7.1"
"PNB       ","7.0"
"GODREJIND ","7.0"
"HAVELLS   ","7.0"
"TATAGLOBAL","7.0"
"COLPAL    ","7.0"
"HINDPETRO ","7.0"
"PIDILITIND","7.0"
"CENTURYTEX","6.9"
"MRF       ","6.9"
"CEATLTD   ","6.9"
"VOLTAS    ","6.7"
"UPL       ","6.7"
"GODREJCP  ","6.7"
"BANKBARODA","6.7"
"PCJEWELLER","6.7"
"RELIANCE  ","6.7"
"PFC       ","6.7"
"TORNTPHARM","6.7"
"BHARATFORG","6.7"
"ASIANPAINT","6.7"
"HDFC      ","6.7"
"IRB       ","6.7"
"BIOCON    ","6.7"
"SBIN      ","6.5"
"CIPLA     ","6.5"
"EICHERMOT ","6.3"
"IGL       ","6.3"
"YESBANK   ","6.3"
"AJANTPHARM","6.1"
"HEROMOTOCO","6.1"
"KSCL      ","6.0"
"UNIONBANK ","6.0"
"RELCAPITAL","6.0"
"CONCOR    ","6.0"
"WOCKPHARMA","6.0"
"MOTHERSUMI","6.0"
"MCDOWELL-N","6.0"
"ONGC      ","6.0"
"ULTRACEMCO","5.9"
"ADANIPORTS","5.9"
"JSWSTEEL  ","5.9"
"BANKINDIA ","5.9"
"HDFCBANK  ","5.9"
"L&TFH     ","5.7"
"SYNDIBANK ","5.7"
"CADILAHC  ","5.5"
"EXIDEIND  ","5.3"
"KOTAKBANK ","5.0"
"ACC       ","5.0"
"INFY      ","5.0"
"ALBK      ","5.0"
"SAIL      ","5.0"
"JISLJALEQS","5.0"
"INFRATEL  ","5.0"
"TATAMOTORS","5.0"
"TATAMTRDVR","5.0"
"ABIRLANUVO","5.0"
"NIITTECH  ","5.0"
"DLF       ","5.0"
"APOLLOHOSP","5.0"
"SRTRANSFIN","4.9"
"RELINFRA  ","4.7"
"ENGINERSIN","4.5"
"CESC      ","4.5"
"KTKBANK   ","4.5"
"KPIT      ","4.3"
"STAR      ","4.3"
"ANDHRABANK","4.3"
"TATACHEM  ","4.3"
"BHARTIARTL","4.1"
"M&M       ","4.0"
"BAJFINANCE","4.0"
"BAJAJ-AUTO","4.0"
"JINDALSTEL","4.0"
"DISHTV    ","4.0"
"SINTEX    ","4.0"
"IDBI      ","4.0"
"NCC       ","4.0"
"DIVISLAB  ","3.9"
"NHPC      ","3.9"
"ICICIBANK ","3.7"
"OFSS      ","3.7"
"TCS       ","3.7"
"DRREDDY   ","3.7"
"WIPRO     ","3.7"
"TITAN     ","3.7"
"LT        ","3.5"
"GMRINFRA  ","3.5"
"JPASSOCIAT","3.3"
"MARICO    ","3.3"
"BOSCHLTD  ","3.1"
"NTPC      ","3.1"
"HEXAWARE  ","3.1"
"IDEA      ","3.1"
"GRANULES  ","3.1"
"MINDTREE  ","3.1"
"ASHOKLEY  ","3.0"
"JUBLFOOD  ","3.0"
"AXISBANK","3.0"
"DABUR     ","2.9"
"JSWENERGY ","2.9"
"HDIL      ","2.7"
"AMBUJACEM ","2.7"
"PTC       ","2.7"
"SUNPHARMA ","2.7"
"BHEL      ","2.7"
"BEML      ","2.5"
"TATAELXSI ","2.5"
"RPOWER    ","2.3"
"HINDUNILVR","2.1"
"ADANIPOWER","2.1"
"RCOM      ","2.1"
"CROMPGREAV","2.0"
"ADANIENT","2.0"
"IFCI      ","2.0"
"SIEMENS   ","2.0"
"ITC       ","1.9"
"TECHM     ","1.7"
"LUPIN     ","1.7"
"JUSTDIAL  ","1.7"
"JETAIRWAYS","1.7"
"BATAINDIA ","1.7"
"COALINDIA ","1.7"
"MCLEODRUSS","1.3"
"ICIL      ","1.0"
